"cSeason","PlayerName","Age","Pos","AffAbbName","avg_rank"
"2024","Dyan Jorge",20,"ss","COL",17.535
"2024","Jett Williams",19,"ss","NYM",17.71
"2024","Ben Brown",23,"P","CHC",17.9233333333333
"2024","Tyler Black",22,"2b","MIL",18.27
"2024","Joe Boyle",23,"P","OAK",18.4
"2024","Jack Leiter",23,"P","TEX",19.4833333333333
"2024","Xavier Isaac",19,"1b","TBR",19.53
"2024","Cole Young",19,"ss","SEA",19.775
"2024","Bryan Ramos",21,"3b","CHW",20.055
"2024","Michael Busch",25,"2b","LAD",20.51
"2024","Ethan Salas",17,"c","SDP",20.65
"2024","Joey Ortiz",24,"ss","BAL",20.86
"2024","Pete Hansen",22,"P","STL",21.1733333333333
"2024","Connor Phillips",22,"P","CIN",21.39
"2024","Matt Shaw",21,"ss","CHC",21.42
"2024","Moises Ballesteros",19,"c","CHC",21.805
"2024","Jimmy Crooks",21,"c","STL",22.47
"2024","Josh Stephan",21,"P","TEX",22.8633333333333
"2024","Samuel Zavala",18,"cf","SDP",23.065
"2024","DL Hall",24,"P","BAL",23.6433333333333
"2024","Wikelman Gonzalez",21,"P","BOS",23.86
"2024","Gabriel Gonzalez",19,"rf","SEA",24.22
"2024","Juan Baez",18,"ss","MIL",24.36
"2024","Addison Barger",23,"ss","TOR",24.64
"2024","Diego Cartaya",21,"c","LAD",25.06
"2024","Jakob Marsee",22,"cf","SDP",25.27
"2024","Kyle Hurt",25,"P","LAD",25.3766666666667
"2024","Dylan Ray",22,"P","ARI",25.6366666666667
"2024","Wyatt Langford",21,"lf","TEX",25.655
"2024","Brant Hurter",24,"P","DET",25.81
"2024","Alex Ramírez",20,"cf","NYM",25.83
"2024","Roman Anthony",19,"cf","BOS",27.16
"2024","Nelson Rada",17,"cf","LAA",27.65
"2024","Tsung-Che Cheng",21,"ss","PIT",28
"2024","Trace Bright",22,"P","BAL",28.7133333333333
"2024","Caleb Roberts",23,"c","ARI",28.735
"2024","Walker Jenkins",18,"cf","MIN",28.91
"2024","Josue Briceno",18,"c","DET",29.015
"2024","Orelvis Martinez",21,"ss","TOR",29.33
"2024","Hector Rodriguez",19,"cf","CIN",29.68
"2024","Ricardo Cabrera",18,"ss","CIN",29.855
"2024","A.J. Vukovich",21,"3b","ARI",30.1
"2024","DJ Herz",22,"P","WSN",30.4466666666667
"2024","Carter Jensen",19,"c","KCR",30.625
"2024","Blaze Jordan",20,"3b","BOS",31.01
"2024","Luis De Avila",22,"P","ATL",31.4866666666667
"2024","Cade Povich",23,"P","BAL",31.6166666666667
"2024","Kyren Paris",21,"ss","LAA",32.795
"2024","Jairo Iriarte",21,"P","SDP",32.9166666666667
"2024","Drew Rom",23,"P","STL",33.0033333333333
"2024","Sal Stewart",19,"3b","CIN",33.215
"2024","Jefferson Rojas",18,"ss","CHC",33.39
"2024","Dylan Beavers",21,"rf","BAL",33.565
"2024","Colt Emerson",17,"2b","SEA",33.705
"2024","Diego Velasquez",19,"ss","SFG",33.88
"2024","Dominic Hamel",24,"P","NYM",34.0433333333333
"2024","Gustavo Campero",25,"c","LAA",34.475
"2024","Echedry Vargas",18,"ss","TEX",34.72
"2024","Brainer Bonaci",20,"ss","BOS",35.35
"2024","Logan Henderson",21,"P","MIL",36.08
"2024","Luis Lara",18,"cf","MIL",36.575
"2024","Luke Adams",19,"3b","MIL",36.75
"2024","Mason Black",23,"P","SFG",37.8133333333333
"2024","Robert Gasser",24,"P","MIL",37.9433333333333
"2024","Victor Bericoto",21,"rf","SFG",38.08
"2024","Lazaro Montes",18,"rf","SEA",38.115
"2024","Kala'i Rosario",20,"rf","MIN",38.745
"2024","Roderick Arias",18,"ss","NYY",38.78
"2024","Colton Cowser",23,"cf","BAL",39.025
"2024","Drake Baldwin",22,"c","ATL",39.06
"2024","Mitchell Parker",23,"P","WSN",39.2433333333333
"2024","Ignacio Alvarez",20,"3b","ATL",39.27
"2024","Wilfred Veras",20,"dh","CHW",39.55
"2024","Chase Petty",20,"P","CIN",39.8066666666667
"2024","Mason Barnett",22,"P","KCR",39.85
"2024","Everson Pereira",22,"cf","NYY",40.25
"2024","Enmanuel Tejeda",18,"ss","NYY",40.25
"2024","Jeferson Quero",20,"c","MIL",40.32
"2024","Graham Pauley",22,"3b","SDP",40.46
"2024","Darell Hernaiz",21,"ss","OAK",40.74
"2024","Trevor Werner",22,"3b","KCR",40.985
"2024","Leo Jimenez",22,"ss","TOR",41.3
"2024","Chase DeLauter",21,"cf","CLE",41.51
"2024","Cristian Mena",20,"P","CHW",41.5833333333333
"2024","Angel Bastardo",21,"P","BOS",41.7566666666667
"2024","Joendry Vargas",17,"ss","LAD",42.455
"2024","Carlos Jorge",19,"2b","CIN",42.525
"2024","Ryan Bliss",23,"ss","SEA",42.525
"2024","Rhett Kouba",23,"P","HOU",42.84
"2024","Jacob Melton",22,"cf","HOU",42.945
"2024","Yu-Min Lin",19,"P","ARI",43.1433333333333
"2024","Chase Hampton",21,"P","NYY",43.5766666666667
"2024","Jackson Jobe",20,"P","DET",43.6633333333333
"2024","Abimelec Ortiz",21,"1b","TEX",44.94
"2024","Tyson Guerrero",24,"P","KCR",45.1366666666667
"2024","Bryan Rincon",19,"ss","PHI",45.255
"2024","Jared Jones",21,"P","PIT",46.1766666666667
"2024","Landen Roupp",24,"P","SFG",46.9566666666667
"2024","Drew Romo",21,"c","COL",47.215
"2024","Daniel Susac",22,"c","OAK",47.775
"2024","Joe Rock",22,"P","COL",48.04
"2024","Henry Bolte",19,"cf","OAK",48.335
"2024","Ricardo Yan",20,"P","ARI",48.6033333333333
"2024","Johnathan Rodriguez",23,"rf","CLE",48.755
"2024","Keider Montero",22,"P","DET",48.9066666666667
"2024","Bubba Chandler",20,"P","PIT",48.9066666666667
"2024","Marco Vargas",18,"ss","NYM",49.455
"2024","Iván Herrera",23,"c","STL",49.525
"2024","Jorge Ruiz",19,"cf","LAA",49.84
"2024","Pedro Ramirez",19,"2b","CHC",50.26
"2024","Angel Genao",19,"ss","CLE",50.295
"2024","Jonatan Clase",21,"cf","SEA",50.47
"2024","Ryan Ritter",22,"ss","COL",50.785
"2024","Juan Brito",21,"2b","CLE",50.855
"2024","Josue De Paula",18,"rf","LAD",50.96
"2024","Jeremy Rodriguez",16,"ss","NYM",51.065
"2024","Jose Fleury",21,"P","HOU",51.7233333333333
"2024","Won-Bin Cho",19,"lf","STL",51.87
"2024","Danny De Andrade",19,"ss","MIN",52.08
"2024","Spencer Jones",22,"cf","NYY",52.15
"2024","Heliot Ramos",23,"cf","SFG",52.36
"2024","Drew Gilbert",22,"cf","NYM",52.395
"2024","Julian Aguiar",22,"P","CIN",52.9366666666667
"2024","Kahlil Watson",20,"ss","MIA",53.095
"2024","Yilber Diaz",22,"P","ARI",53.5
"2024","Reid VanScoter",24,"P","SEA",53.5433333333333
"2024","Wilfredo Lara",19,"3b","NYM",54.04
"2024","Mitch Bratt",19,"P","TEX",54.1933333333333
"2024","Tyler Locklear",22,"1b","SEA",54.285
"2024","Carson Palmquist",22,"P","COL",54.3233333333333
"2024","Victor Scott II",22,"cf","STL",54.53
"2024","Dru Baker",23,"cf","TBR",54.67
"2024","Yeiner Fernandez",20,"c","LAD",55.195
"2024","Joander Suarez",23,"P","NYM",56.0133333333333
"2024","Denzel Clarke",23,"cf","OAK",56.175
"2024","Rece Hinds",22,"rf","CIN",56.245
"2024","Eduardo Quintero",17,"cf","LAD",56.315
"2024","Justin Wrobleski",22,"P","LAD",56.4466666666667
"2024","Hunter Goodman",23,"1b","COL",56.595
"2024","Jorge Barrosa",22,"cf","ARI",56.945
"2024","Yanquiel Fernandez",20,"rf","COL",57.435
"2024","Yoniel Curet",20,"P","TBR",57.8333333333333
"2024","Lawrence Butler",22,"lf","OAK",58.31
"2024","Michael Arroyo",18,"ss","SEA",58.8
"2024","Nick Frasso",24,"P","LAD",59.2633333333333
"2024","John Cruz",17,"rf","NYY",59.29
"2024","Yiddi Cappe",20,"ss","MIA",59.535
"2024","Carson Spiers",25,"P","CIN",60.8666666666667
"2024","Ryan Clifford",19,"lf","HOU",60.935
"2024","Yeremi Cabrera",17,"cf","TEX",61.04
"2024","Dalton Rushing",22,"c","LAD",61.04
"2024","Ricardo Olivar",21,"c","MIN",61.81
"2024","Alex De Jesus",21,"ss","TOR",61.845
"2024","Ben Rice",24,"c","NYY",61.915
"2024","Shane Sasaki",22,"cf","TBR",62.195
"2024","Xavier Edwards",23,"2b","MIA",62.545
"2024","Richard Fitts",23,"P","NYY",62.86
"2024","Sterlin Thompson",22,"3b","COL",63.245
"2024","Brooks Brannon",19,"c","BOS",63.35
"2024","Will Warren",24,"P","NYY",63.4233333333333
"2024","Jadher Areinamo",19,"2b","MIL",63.56
"2024","Javier Sanoja",20,"3b","MIA",64.75
"2024","Damiano Palmegiani",23,"3b","TOR",65.345
"2024","Eddinson Paulino",20,"2b","BOS",65.59
"2024","Kai-Wei Teng",24,"P","SFG",65.59
"2024","Jackson Ferris",19,"P","CHC",65.85
"2024","Keyshawn Askew",23,"P","TBR",65.9366666666667
"2024","Luke Keaschall",20,"2b","MIN",66.22
"2024","Corey Rosier",23,"cf","BOS",66.64
"2024","Agustin Ramirez",21,"c","NYY",66.99
"2024","Randy Vásquez",24,"P","NYY",67.3233333333333
"2024","Adam Kloffenstein",22,"P","STL",67.3233333333333
"2024","Cayden Wallace",21,"3b","KCR",67.41
"2024","Jose Devers",20,"3b","CLE",67.795
"2024","Brock Porter",20,"P","TEX",67.8866666666667
"2024","J.J. D'Orazio",21,"c","ARI",68.145
"2024","Chayce McDermott",24,"P","BAL",68.84
"2024","Yunior Severino",23,"2b","MIN",68.845
"2024","Jase Bowen",22,"cf","PIT",69.335
"2024","Jorbit Vivas",22,"2b","LAD",69.755
"2024","Mario Baez",16,"ss","ATL",69.825
"2024","Carson Seymour",24,"P","SFG",70.1833333333333
"2024","José Rodríguez",22,"ss","CHW",70.245
"2024","Kevin McGonigle",18,"ss","DET",70.385
"2024","Justin Crawford",19,"cf","PHI",71.33
"2024","Will Dion",23,"P","CLE",71.3533333333333
"2024","Jacob Reimer",19,"3b","NYM",71.435
"2024","Dayan Frias",21,"3b","CLE",72.065
"2024","Trey Sweeney",23,"ss","NYY",72.17
"2024","Keiner Delgado",19,"2b","NYY",72.52
"2024","Marcus Lee Sang",22,"cf","PHI",72.8
"2024","Omar Alfonzo",19,"c","PIT",72.87
"2024","Robby Snelling",19,"P","SDP",72.9566666666667
"2024","Max Acosta",20,"ss","TEX",73.22
"2024","Cade Horton",21,"P","CHC",73.4333333333333
"2024","Cole Carrigg",21,"ss","COL",73.5
"2024","Kevyn Castillo",18,"cf","LAA",74.375
"2024","Nick Nastrini",23,"P","CHW",74.4733333333333
"2024","Michael Prosecky",22,"P","COL",74.4733333333333
"2024","Anthony Solometo",20,"P","PIT",74.82
"2024","Heston Kjerstad",24,"rf","BAL",74.97
"2024","Nathan Martorella",22,"1b","SDP",74.97
"2024","Javier Mogollon",17,"2b","CHW",75.32
"2024","Zach Cole",22,"cf","HOU",75.425
"2024","Jesus Rodriguez",21,"c","NYY",75.565
"2024","Jaison Chourio",18,"cf","CLE",75.67
"2024","Jordan Beck",22,"lf","COL",75.705
"2024","Onil Perez",20,"c","SFG",75.81
"2024","Alan Roden",23,"rf","TOR",76.02
"2024","Blade Tidwell",22,"P","NYM",76.12
"2024","Griff McGarry",24,"P","PHI",76.8566666666667
"2024","Justin Foscue",24,"2b","TEX",77.28
"2024","Hayden Birdsong",21,"P","SFG",77.8966666666667
"2024","Jansel Luis",18,"2b","ARI",77.98
"2024","Austin Shenton",25,"3b","TBR",78.575
"2024","Alejandro Osuna",20,"lf","TEX",78.89
"2024","Luke Little",22,"P","CHC",79.4133333333333
"2024","Euribiel Angeles",21,"ss","OAK",79.835
"2024","Jonny DeLuca",24,"rf","LAD",80.815
"2024","Joey Loperfido",24,"cf","HOU",81.165
"2024","Isaac Coffey",23,"P","BOS",81.2333333333333
"2024","Sawyer Gipson-Long",25,"P","DET",81.2766666666667
"2024","Tommy Troy",21,"ss","ARI",81.445
"2024","Juan Carela",21,"P","NYY",81.45
"2024","Leonardo Bernal",19,"c","STL",81.62
"2024","Cameron Cauley",20,"ss","TEX",81.62
"2024","Ryan Bergert",23,"P","SDP",81.71
"2024","Ronald Hernandez",19,"c","NYM",81.9
"2024","Javier Vaz",22,"lf","KCR",82.215
"2024","Alfredo Zarraga",22,"P","TBR",82.4466666666667
"2024","Lyon Richardson",23,"P","CIN",83.7033333333333
"2024","Chase Meidroth",21,"2b","BOS",83.72
"2024","Anthony Gutierrez",18,"cf","TEX",83.825
"2024","Max Wagner",21,"3b","BAL",84
"2024","Jace Jung",22,"2b","DET",84.175
"2024","Ben Ross",22,"ss","MIN",84.49
"2024","Brian Kalmer",22,"1b","CHC",84.63
"2024","Eddys Leonard",22,"ss","DET",84.735
"2024","Yoeilin Cespedes",17,"ss","BOS",84.945
"2024","Grant McCray",22,"cf","SFG",85.54
"2024","Yoyner Fajardo",24,"2b","MIN",85.68
"2024","Deyvison De Los Santos",20,"3b","ARI",85.68
"2024","Dylan Crews",21,"cf","WSN",85.855
"2024","Adrian Sugastey",20,"c","SFG",86.135
"2024","Shalin Polanco",19,"cf","PIT",86.625
"2024","Luis Moreno",24,"P","NYM",86.6933333333333
"2024","Johanfran Garcia",18,"c","BOS",86.835
"2024","Daniel Pena",18,"c","MIN",87.64
"2024","Domingo Robles",25,"P","ATL",87.9933333333333
"2024","Omar Martinez",21,"c","NYY",88.585
"2024","Zach Dezenzo",23,"3b","HOU",89.075
"2024","Adam Macko",22,"P","TOR",89.5966666666667
"2024","Gabriel Hughes",21,"P","COL",89.6833333333333
"2024","Ezequiel Pagan",22,"lf","CHC",89.74
"2024","Yohairo Cuevas",19,"1b","NYM",89.74
"2024","Jacob Lopez",25,"P","TBR",89.9866666666667
"2024","Yophery Rodriguez",17,"cf","MIL",90.545
"2024","C.J. Kayfus",21,"1b","CLE",90.545
"2024","Jeremiah Jackson",23,"ss","LAA",90.65
"2024","Justyn-Henry Malloy",23,"3b","DET",91.07
"2024","Victor Mesa Jr.",21,"cf","MIA",91.63
"2024","Max Muncy",20,"ss","OAK",91.735
"2024","Luinder Avila",21,"P","KCR",91.9366666666667
"2024","Justice Bigbie",24,"1b","DET",92.47
"2024","Hao-Yu  Lee",20,"2b","PHI",92.715
"2024","Bryce Eldridge",18,"rf","SFG",93.485
"2024","Kervin Pichardo",21,"3b","SDP",93.695
"2024","Tyler Hardman",24,"3b","NYY",93.87
"2024","DJ Gladney",21,"3b","CHW",93.905
"2024","Elias Medina",17,"3b","LAD",94.22
"2024","Brock Wilken",21,"3b","MIL",94.745
"2024","Alex Pham",23,"P","BAL",94.7966666666667
"2024","Roberto Campos",20,"cf","DET",95.48
"2024","Wade Meckler",23,"lf","SFG",95.585
"2024","Kyle Teel",21,"c","BOS",95.62
"2024","Derek Bernard",17,"2b","COL",95.9
"2024","Aidan Smith",18,"cf","SEA",96.635
"2024","José Tena",22,"ss","CLE",96.74
"2024","Jacob Young",23,"cf","WSN",97.545
"2024","Michael Turconi",24,"ss","TOR",97.58
"2024","Owen Murphy",19,"P","ATL",97.7
"2024","Rafael Ramirez Jr.",17,"ss","CLE",97.79
"2024","Oliver Dunn",25,"2b","PHI",97.86
"2024","Ismael Javier",17,"ss",NA,97.86
"2024","Raúl Alcantara",22,"P","SEA",98.0033333333333
"2024","Jeral Perez",18,"2b","LAD",98.07
"2024","Jud Fabian",22,"cf","BAL",98.28
"2024","Victor Arias",19,"rf","TOR",98.35
"2024","Dylan Heid",25,"P","BAL",98.4366666666667
"2024","Cutter Coffey",19,"3b","BOS",98.945
"2024","Jake Fox",20,"2b","CLE",98.98
"2024","Eduardo Tait",16,"c","PHI",99.435
"2024","Jeffry Rosa",18,"rf","NYM",99.505
"2024","River Ryan",24,"P","LAD",99.6933333333333
"2024","Myles Naylor",18,"ss","OAK",99.82
"2024","Marino Santy",21,"P","CHC",100.3
"2024","Blake Dunn",24,"lf","CIN",100.625
"2024","Noah Mendlinger",22,"3b","STL",101.045
"2024","Mason Montgomery",23,"P","TBR",101.34
"2024","Clay Aguilar",24,"P","NYY",101.383333333333
"2024","Leonardo Balcazar",19,"ss","CIN",101.675
"2024","Jared Serna",21,"2b","NYY",101.92
"2024","Daylen Lile",20,"lf","WSN",101.99
"2024","Tai Peete",17,"2b","SEA",102.13
"2024","Jimmy Joyce",24,"P","SEA",102.77
"2024","Michael McGreevy",22,"P","STL",102.943333333333
"2024","Loidel Chapelli",21,"2b","CHW",102.97
"2024","Daniel Guilarte",19,"ss","MIL",103.46
"2024","Adrian Del Castillo",23,"c","ARI",103.635
"2024","Chad Dallas",23,"P","TOR",103.68
"2024","Milan Tolentino",21,"ss","CLE",103.705
"2024","Jean Pinto",22,"P","BAL",104.113333333333
"2024","Alex Freeland",21,"ss","LAD",104.615
"2024","Tres Gonzalez",22,"cf","PIT",105.14
"2024","Leandro Arias",18,"ss","BAL",105.245
"2024","Franco Aleman",23,"P","CLE",105.543333333333
"2024","Christian Scott",24,"P","NYM",106.063333333333
"2024","Luke Albright",23,"P","ARI",106.15
"2024","Jay Harry",20,"3b","MIN",106.225
"2024","Thomas Sosa",18,"cf","BAL",106.365
"2024","Christian Franklin",23,"cf","CHC",106.505
"2024","Chris Newell",22,"cf","LAD",106.505
"2024","Yoendrys Gómez",23,"P","NYY",107.45
"2024","Brenden Dixon",22,"dh","PIT",107.66
"2024","Noah Miller",20,"ss","MIN",107.87
"2024","Isaac Collins",25,"2b","MIL",107.905
"2024","Petey Halpin",21,"cf","CLE",107.905
"2024","Allan Castro",20,"lf","BOS",108.045
"2024","Ramon Ramirez",18,"c","KCR",108.045
"2024","Sammy Natera Jr.",23,"P","LAA",108.49
"2024","Reivaj Garcia",21,"2b","CHC",108.605
"2024","Trey Dombroski",22,"P","HOU",108.75
"2024","Alberto Rodriguez",22,"rf","SEA",108.92
"2024","Jesus Galiz",19,"c","LAD",109.165
"2024","John Rhodes",22,"rf","BAL",109.76
"2024","Payton Martin",19,"P","LAD",110.396666666667
"2024","Jack Brannigan",22,"3b","PIT",110.635
"2024","Yonathan Perlaza",24,"2b","CHC",111.09
"2024","Matthew Etzel",21,"lf","BAL",111.125
"2024","Luis Baez",19,"rf","HOU",111.23
"2024","Welbyn Francisca",17,"ss","CLE",111.86
"2024","Tyler Stuart",23,"P","NYM",111.87
"2024","Johnfrank Salazar",19,"3b","BOS",111.965
"2024","Dominic Keegan",22,"c","TBR",112.07
"2024","Brock Selvidge",20,"P","NYY",112.476666666667
"2024","Colton Gordon",24,"P","HOU",113.17
"2024","Robert Calaz",17,"cf","COL",113.785
"2024","Orion Kerkering",22,"P","PHI",113.906666666667
"2024","Hans Montero",19,"ss","NYY",114.17
"2024","Andrew Alvarez",24,"P","WSN",114.73
"2024","Richard Gallardo",21,"P","CHC",114.86
"2024","Christian Roa",24,"P","CIN",115.25
"2024","Frederick Bencosme",20,"ss","BAL",115.535
"2024","Andrew Cossetti",23,"c","MIN",115.605
"2024","Franklin Lopez",18,"c","COL",115.64
"2024","Anthony Baptist",17,"cf","NYM",115.815
"2024","Cristhian Vaquero",18,"cf","WSN",116.13
"2024","Sem Robberse",21,"P","STL",116.16
"2024","Juan Santander",20,"c","HOU",116.27
"2024","Benny Montgomery",20,"cf","COL",116.375
"2024","Samad Taylor",24,"2b","KCR",116.515
"2024","Christian Cerda",20,"c","ARI",116.585
"2024","Trevor Martin",22,"P","TBR",117.156666666667
"2024","Yohandy Morales",21,"3b","WSN",117.32
"2024","Dario Laverde",18,"c","LAA",117.565
"2024","Stiven Flores",17,"c","CHW",117.845
"2024","Mason Adams",23,"P","CHW",118.11
"2024","Marcos Torres",18,"1b","TEX",118.125
"2024","Angel Martínez",21,"2b","CLE",118.44
"2024","Jonathon Long",21,"1b","CHC",118.44
"2024","Jose Fernandez",19,"ss","ARI",118.965
"2024","Luke Waddell",24,"ss","ATL",119.245
"2024","Austin Gauthier",24,"2b","LAD",119.42
"2024","Hendry Mendez",19,"rf","MIL",119.455
"2024","Yhoangel Aponte",19,"cf","TOR",119.63
"2024","Eric Brown Jr.",22,"ss","MIL",119.77
"2024","Kelvin HIdalgo",18,"3b","COL",119.945
"2024","Cade Smith",24,"P","CLE",120.19
"2024","Tucker Mitchell",22,"c","TEX",120.61
"2024","Brycen Mautz",21,"P","STL",121.186666666667
"2024","Franklin Arias",17,"ss","BOS",121.45
"2024","Luis Vazquez",23,"ss","CHC",121.52
"2024","Brandon Winokur",18,"ss","MIN",121.8
"2024","Carlos D. Rodriguez",22,"lf","MIL",121.835
"2024","Jace Avina",20,"cf","MIL",122.29
"2024","Royber Salinas",22,"P","OAK",122.486666666667
"2024","Cole Gabrielson",22,"cf","NYY",122.71
"2024","Andy Yerzy",24,"c","CIN",122.78
"2024","Cristofer Torin",18,"2b","ARI",123.2
"2024","Miguel Palma",21,"c","HOU",123.375
"2024","Scott Bandura",21,"cf","SFG",123.795
"2024","Cam Collier",18,"3b","CIN",124.18
"2024","Stiven Acevedo",20,"cf","BAL",124.565
"2024","Yordanny Monegro",20,"P","BOS",124.74
"2024","Pedro Pagés",24,"c","STL",124.845
"2024","Nathan Hickey",23,"c","BOS",125.09
"2024","Brady Allen",23,"rf","DET",125.16
"2024","Gavin Conticello",20,"3b","ARI",125.265
"2024","Aeverson Arteaga",20,"ss","SFG",125.335
"2024","Jackson Wolf",24,"P","PIT",125.346666666667
"2024","Abraham Nunez",17,"cf","CHW",125.51
"2024","Wilyer Abreu",24,"lf","BOS",125.58
"2024","José Devers",23,"ss","MIA",125.72
"2024","Elio Prado",21,"cf","BAL",125.86
"2024","Connor Norby",23,"2b","BAL",126.105
"2024","Josh Kasevich",22,"ss","TOR",126.595
"2024","Emerson Hancock",24,"P","SEA",126.69
"2024","Clayton Beeter",24,"P","NYY",127.166666666667
"2024","David Sandlin",22,"P","KCR",127.6
"2024","Aaron Bracho",22,"2b","CLE",127.785
"2024","Alex Cornwell",24,"P","STL",127.946666666667
"2024","BJ Murray Jr.",23,"1b","CHC",128.415
"2024","Devonte Brown",23,"cf","TOR",128.765
"2024","Nelson Medina",22,"cf","NYY",128.835
"2024","Robert Lopez",19,"c","CLE",128.87
"2024","Pablo Aliendo",22,"c","CHC",129.115
"2024","Julio Zayas",17,"c","NYM",129.325
"2024","Tanner Schobel",22,"2b","MIN",129.36
"2024","Aneudis Mordán",19,"c","BAL",130.41
"2024","Braylin Morel",17,"rf","TEX",131.565
"2024","Trevor McDonald",22,"P","SFG",132.366666666667
"2024","Caeden Trenkle",22,"cf","OAK",132.755
"2024","Jose Colmenares",21,"2b","NYY",132.79
"2024","Dylan O'Rae",19,"2b","MIL",133.42
"2024","Wuilfredo Antunez",21,"cf","CLE",133.7
"2024","Spencer Giesting",21,"P","ARI",133.796666666667
"2024","Shane Smith",23,"P","MIL",133.926666666667
"2024","Marco Raya",20,"P","MIN",133.97
"2024","Gabriel Terrero",17,"2b","NYY",134.61
"2024","Alex Isola",24,"c","MIN",134.855
"2024","Waner Luciano",18,"3b","HOU",134.96
"2024","Joey Estes",21,"P","OAK",135.4
"2024","Victor Acosta",19,"ss","CIN",135.45
"2024","Robert Moore",21,"ss","MIL",135.555
"2024","Druw Jones",19,"cf","ARI",135.87
"2024","Carlos De La Cruz",23,"rf","PHI",136.57
"2024","Jacob Hurtubise",25,"lf","CIN",136.745
"2024","Edward Duran",19,"c","TOR",136.78
"2024","Aidan Curry",20,"P","TEX",136.96
"2024","Miguel Hiraldo",22,"2b","TOR",136.99
"2024","Robert Colina",22,"P","NYM",137.176666666667
"2024","Michael Turner",24,"c","CHW",138.04
"2024","Jhostynxon Garcia",20,"cf","BOS",138.74
"2024","Carson Whisenhunt",22,"P","SFG",138.823333333333
"2024","Dax Fulton",21,"P","MIA",138.866666666667
"2024","Brayan Buelvas",21,"cf","OAK",139.51
"2024","Ben Malgeri",23,"cf","DET",140
"2024","Rafael Lantigua",25,"2b","TOR",140.07
"2024","Enmanuel Terrero",20,"lf","PIT",140.315
"2024","Jadiel Sanchez",22,"rf","LAA",140.735
"2024","Gordon Graceffo",23,"P","STL",140.903333333333
"2024","Guy Lipscomb",22,"cf","CLE",141.435
"2024","Gerardo Rodriguez",17,"c","BOS",142.345
"2024","Alex Cook",22,"P","TBR",142.42
"2024","Demetrio Nadal",18,"2b","MIL",142.8
"2024","Nick Goodwin",21,"ss","TOR",143.185
"2024","Junior Perez",21,"cf","OAK",143.71
"2024","D.J. McCarty",20,"P","TEX",143.72
"2024","Liam Norris",21,"P","ARI",143.806666666667
"2024","Bladimir Restituyo",21,"cf","COL",144.27
"2024","Charles McAdoo",21,"2b","PIT",144.515
"2024","Mike Vasil",23,"P","NYM",144.543333333333
"2024","Eduardo Lopez",21,"cf","BOS",144.62
